player_id,nome,username,idade,data_nascimento,genero,cidade,estado,pais,plataforma,genero_jogo,nivel_jogador,data_criacao_conta,horas_jogadas,numero_sessoes,quantidade_compras,valor_gasto,ultimo_acesso
15,Caridad Cazares,caridad.cazares15,36,1990-08-09,Feminino,El Bingú,HID,México,Xbox,Luta,1,2023-04-28,23.8,79,4,139.6,2025-12-30
16,Diogo Garcia,diogo.garcia16,40,1986-06-15,Masculino,Sapopema,PR,Brasil,Xbox,Luta,3,2022-01-28,53.5,49,3,149.7,2026-02-13
17,Paca Río,paca.rio17,28,1998-05-03,Feminino,Burela de Cabo,Galicia,Espanha,Xbox,Ação,14,2018-09-29,346.2,220,19,553.37,2026-05-26
18,Kristen Wood,kristen.wood18,39,1986-10-20,Feminino,Glover Park,DC,Estados Unidos,PC,Luta,4,2025-06-19,89.4,132,3,69.7,2026-03-25
19,Stacey Fuller,stacey.fuller19,22,2004-03-17,Feminino,Margate,QLD,Austrália,Xbox,Luta,16,2023-02-08,377.8,279,0,0,2026-04-12
20,Katherine Adams,katherine.adams20,55,1970-09-11,Feminino,Evadale,TX,Estados Unidos,PlayStation,Aventura,33,2017-02-11,815.0,606,0,0,2026-02-05
21,Tamara Coleman,tamara.coleman21,42,1984-04-18,Feminino,Cactus,TX,Estados Unidos,PlayStation,Aventura,6,2024-08-19,138.8,75,0,0,2025-09-05
22,Leonel Ponce,leonel.ponce22,28,1998-08-07,Masculino,Villa de Cos,ZAC,México,PC,Estratégia,72,2015-07-12,1791.3,803,0,0,2026-04-20
23,Gabrielle Jourdan,gabrielle.jourdan23,55,1971-07-12,Feminino,Breuil-Magné,New Aquitaine,França,PC,Estratégia,66,2016-02-15,1640.1,1254,0,0,2026-03-16
24,Pedro Segovia,pedro.segovia24,35,1991-05-07,Masculino,El Colorado,SIN,México,PC,Estratégia,29,2022-02-23,709.7,412,0,0,2025-10-03
25,Nicole Rodriguez,nicole.rodriguez25,25,2000-09-07,Feminino,Clyde,NC,Estados Unidos,PlayStation,Esportes,12,2020-11-12,294.6,199,0,0,2026-05-16
26,Zaira Oller,zaira.oller26,33,1993-04-05,Feminino,Almendricos,MU,Espanha,PlayStation,RPG,67,2018-12-20,1657.3,975,16,428.49,2026-07-27
27,Brian Stewart,brian.stewart27,45,1980-12-23,Masculino,Riverside,MD,Estados Unidos,PC,Survival,80,2012-12-01,1982.9,1106,27,792.57,2026-05-24
28,Christina Whitaker,christina.whitaker28,17,2009-04-28,Feminino,Stanley,WI,Estados Unidos,PC,Ação,9,2024-05-13,214.8,152,9,369.1,2025-11-27
29,Rachel Richardson,rachel.richardson29,22,2003-09-16,Feminino,Nicholson,MS,Estados Unidos,PC,Estratégia,20,2019-09-24,498.0,489,19,618.28,2026-02-16
30,Susanna Prodi,susanna.prodi30,27,1999-08-18,Feminino,Casorate Sempione,Lombardy,Itália,Xbox,Esportes,10,2020-02-06,243.4,290,3,69.7,2026-06-23
31,Elvira Alvarez,elvira.alvarez31,30,1995-09-26,Feminino,Lázaro Cárdenas (Rancho Grande),ZAC,México,PlayStation,FPS,2,2025-06-11,25.9,58,4,164.6,2026-07-28
32,Carol Abbott,carol.abbott32,49,1977-04-01,Feminino,Commerce,OK,Estados Unidos,PlayStation,Aventura,63,2020-09-07,1565.9,652,0,0,2025-09-30
33,John Thompson,john.thompson33,29,1997-08-26,Masculino,Noraville,NSW,Austrália,PlayStation,Aventura,40,2020-01-29,975.1,666,2,54.8,2025-09-05
34,Russell Cole,russell.cole34,48,1978-02-07,Masculino,West End,ENG,Reino Unido,Xbox,Luta,5,2013-12-10,122.2,105,0,0,2026-04-18
35,Gabriele Jessel,gabriele.jessel35,50,1976-07-12,Feminino,Heuchelheim bei Frankenthal,RP,Alemanha,PlayStation,Esportes,12,2025-01-10,275.5,251,0,0,2026-01-18
36,Deanna Lee,deanna.lee36,34,1992-06-29,Feminino,Emmetsburg,IA,Estados Unidos,PlayStation,Aventura,5,2017-04-19,105.9,46,1,29.9,2026-05-14
37,Auguste Michaud,auguste.michaud37,39,1986-11-23,Masculino,Rinxent,HDF,França,PC,Estratégia,75,2014-08-22,1861.0,672,0,0,2026-05-06
38,Francoise Wieloch,francoise.wieloch38,51,1974-11-06,Feminino,Allmersbach im Tal,BW,Alemanha,PlayStation,RPG,64,2020-10-12,1588.9,1049,30,857.63,2026-01-13
39,Dale Lloyd,dale.lloyd39,39,1987-05-06,Masculino,Knaphill,ENG,Reino Unido,Mobile,MOBA,14,2021-12-05,327.5,148,7,289.39,2025-09-14
40,Vittoria Cherubini,vittoria.cherubini40,47,1979-06-29,Feminino,Pozzillo,72,Itália,PlayStation,RPG,14,2020-01-23,330.6,325,17,573.39,2025-10-24
41,Hertha Zirme,hertha.zirme41,34,1991-11-07,Feminino,Walldürn,BW,Alemanha,PC,Simulação,22,2019-10-19,537.1,341,0,0,2026-02-10
42,Don Johnson,don.johnson42,54,1972-02-22,Masculino,Edinburg,VA,Estados Unidos,Xbox,Survival,100,2017-05-10,3650.4,918,0,0,2026-04-03
43,Flavio Muñiz,flavio.muniz43,41,1984-10-20,Masculino,Córdoba (Santa Leticia),Veracruz,México,PC,Estratégia,5,2024-04-14,123.7,101,7,334.3,2025-10-23
44,Santino Rios,santino.rios44,16,2010-04-05,Masculino,Villa General San Martín,J,Argentina,PC,Survival,7,2024-01-05,174.1,60,1,79.9,2026-02-15
45,Taylor Morris,taylor.morris45,35,1991-05-09,Feminino,Hines,OR,Estados Unidos,PC,Estratégia,9,2023-06-20,215.4,106,10,249.18,2026-06-18
46,Sophia Donatoni,sophia.donatoni46,40,1985-10-27,Feminino,Sacile,36,Itália,PlayStation,Aventura,33,2011-06-02,820.4,954,0,0,2026-08-14
47,Arturo Escobedo,arturo.escobedo47,37,1989-05-23,Masculino,Ciudad Chemuyil,ROO,México,Xbox,Ação,5,2026-01-27,114.5,70,0,0,2026-06-25
48,Abigail Davis,abigail.davis48,41,1985-06-30,Feminino,North Lauderdale,FL,Estados Unidos,PC,FPS,2,2026-02-11,38.8,25,2,99.8,2026-08-07
49,Émile Guillet,emile.guillet49,28,1998-05-23,Masculino,Ablon-sur-Seine,IDF,França,PC,Simulação,42,2015-10-04,1046.0,455,2,89.8,2026-03-31
50,Helen Gilbert,helen.gilbert50,33,1993-05-28,Feminino,Holt,ENG,Reino Unido,PlayStation,RPG,24,2025-08-09,584.7,169,0,0,2026-06-23
51,Karen King,karen.king51,46,1980-02-22,Feminino,Saint-Liboire,QC,Canadá,Xbox,Ação,1,2019-02-26,11.4,14,1,39.9,2025-09-07
52,Benjamin Berthelot,benjamin.berthelot52,54,1971-09-30,Masculino,La Roche-Maurice,Brittany,França,Xbox,Ação,51,2017-09-20,1259.5,693,0,0,2026-05-09
53,Gianna Asmundo,gianna.asmundo53,55,1970-12-04,Feminino,Veddasca,Lombardy,Itália,PC,Estratégia,35,2019-03-14,856.7,1029,0,0,2026-02-17
54,Alex Gauthier,alex.gauthier54,42,1984-04-20,Feminino,Tarascon-sur-Ariège,OCC,França,Mobile,MOBA,9,2023-04-29,203.3,374,15,313.86,2026-04-18
55,Etelvina Rojas,etelvina.rojas55,44,1982-08-01,Feminino,Almussafes,V,Espanha,Mobile,MOBA,6,2016-01-27,144.9,81,0,0,2026-03-09
56,Rodolfo Arce,rodolfo.arce56,37,1988-09-09,Masculino,Bernal,QUE,México,PlayStation,RPG,41,2020-09-04,1005.5,870,13,358.79,2026-02-26
57,Gonzalo Ríos,gonzalo.rios57,24,2002-01-02,Masculino,Santibáñez de Valcorba,Castille and León,Espanha,PC,Survival,33,2022-02-25,812.2,362,22,657.98,2026-06-28
58,Giulietta Cibin,giulietta.cibin58,50,1976-01-29,Feminino,Pieve San Giacomo,Lombardy,Itália,Mobile,MOBA,15,2014-05-17,360.7,187,3,29.79,2025-11-05
59,Simon Smith,simon.smith59,27,1999-07-02,Masculino,Newtonmore,SCT,Reino Unido,PC,Aventura,37,2019-02-05,924.4,430,25,747.77,2026-01-09
60,Margaux Vidal,margaux.vidal60,34,1992-03-26,Feminino,Moulins-Engilbert,Bourgogne,França,PC,Aventura,2,2025-02-23,34.2,40,4,124.69,2025-10-30
61,Joseph Gimenez,joseph.gimenez61,33,1993-06-02,Masculino,Monclar-de-Quercy,OCC,França,PC,Ação,46,2010-02-06,1130.8,1531,0,0,2026-04-03
62,Ofelia Quiñones,ofelia.quinones62,27,1998-10-16,Feminino,Capulín,JAL,México,PC,Estratégia,68,2013-08-17,1679.9,591,18,603.47,2025-09-23
63,Natividad Matos,natividad.matos63,41,1985-04-02,Feminino,Santiago Bayacora,DUR,México,PC,Luta,16,2020-10-13,392.6,535,23,708.06,2026-01-17
64,Timothy Martinez,timothy.martinez64,22,2003-09-05,Masculino,South Beach,NY,Estados Unidos,PlayStation,Aventura,83,2021-05-20,2068.6,820,0,0,2026-03-25
65,Dorota Heß,dorota.he65,39,1987-01-06,Feminino,Alt - Lehndorf,Lower Saxony,Alemanha,Xbox,Aventura,5,2025-05-20,110.2,59,1,79.9,2025-09-26
66,Jason Riddle,jason.riddle66,16,2010-07-29,Masculino,South Hill,VA,Estados Unidos,PC,MOBA,17,2025-03-24,404.1,176,17,553.48,2026-08-08
67,Heather Wilson,heather.wilson67,22,2003-09-28,Feminino,Citrus,CA,Estados Unidos,Xbox,RPG,19,2018-04-10,465.7,161,5,224.5,2026-05-25
68,Jennifer Thomas,jennifer.thomas68,51,1975-01-17,Feminino,Miller,SD,Estados Unidos,PC,Estratégia,7,2011-01-05,163.6,143,0,0,2026-01-31
69,Soraya Pol,soraya.pol69,20,2006-02-26,Feminino,Tosantos,Castille and León,Espanha,PC,Corrida,3,2024-08-08,55.6,34,1,4.99,2026-06-26
70,Joanne Carter,joanne.carter70,25,2001-01-03,Feminino,New Stevenston,SCT,Reino Unido,Mobile,MOBA,5,2026-03-30,118.1,50,0,0,2026-05-20
71,María Cristina Riera,maria.cristina.riera71,32,1993-12-20,Feminino,Natahoyo,O,Espanha,PC,Estratégia,1,2023-12-29,22.9,13,1,9.9,2026-08-01
72,Amanda Cook,amanda.cook72,28,1998-02-05,Feminino,Copeland,OK,Estados Unidos,PC,Esportes,17,2022-02-18,415.4,208,15,413.68,2026-01-09
73,Paul Hurst,paul.hurst73,23,2003-08-10,Masculino,Walkerston,QLD,Austrália,Xbox,Simulação,35,2020-07-01,860.9,309,18,588.2,2026-03-16
74,Marissa Patterson,marissa.patterson74,50,1976-01-22,Feminino,Pittsford,NY,Estados Unidos,Xbox,FPS,21,2018-08-24,506.7,255,3,149.7,2026-05-06
75,Ernesto Collodi,ernesto.collodi75,28,1998-07-28,Masculino,Livo,32,Itália,Xbox,Corrida,26,2018-02-04,632.4,359,25,852.59,2026-07-12
76,Graziella Perini,graziella.perini76,44,1981-09-05,Feminino,San Giorgio Ionico,Apulia,Itália,PlayStation,Luta,13,2019-12-19,315.7,398,0,0,2026-04-24
77,Letícia Vargas,leticia.vargas77,50,1976-05-13,Feminino,Muliterno,RS,Brasil,Mobile,MOBA,35,2020-07-22,868.4,453,23,493.15,2025-11-21
78,Margaret Espinoza,margaret.espinoza78,44,1982-01-01,Feminino,Splendora,TX,Estados Unidos,Xbox,Simulação,14,2012-11-22,340.9,91,0,0,2026-04-16
79,Jennifer Brown,jennifer.brown79,24,2001-11-25,Feminino,Three Rivers,NB,Canadá,PC,MOBA,55,2020-05-15,1353.5,905,16,473.4,2026-06-18
80,Jesse Huang,jesse.huang80,23,2002-09-17,Masculino,Strafford,MO,Estados Unidos,Mobile,MOBA,61,2020-12-06,1522.6,734,3,49.88,2026-03-28
81,Sheila Cooke,sheila.cooke81,30,1996-07-18,Feminino,Caton,ENG,Reino Unido,PC,Luta,8,2018-10-25,198.8,146,0,0,2026-01-07
82,Abdul Dodd,abdul.dodd82,38,1988-07-27,Masculino,Mundesley,ENG,Reino Unido,PC,Luta,56,2011-06-01,1399.4,1623,15,358.68,2026-08-23
83,Henry Wright,henry.wright83,33,1992-10-13,Masculino,Armstrong Creek,VIC,Austrália,Xbox,Simulação,17,2019-06-25,416.4,124,0,0,2025-09-25
84,Augusto da Cruz,augusto.da.cruz84,24,2002-04-17,Masculino,Carnaubal,CE,Brasil,Xbox,FPS,25,2019-12-07,618.7,329,0,0,2026-07-11
85,Evangelista Adinolfi,evangelista.adinolfi85,46,1980-08-07,Feminino,Viganò,Lombardy,Itália,PC,Survival,100,2020-03-04,3027.5,890,0,0,2025-12-13
86,Germán Castillo,german.castillo86,20,2005-10-21,Masculino,Tonalapa del Sur,GRO,México,PC,Survival,31,2025-05-01,769.2,212,0,0,2026-07-11
87,Cameron Jackson,cameron.jackson87,27,1999-05-25,Masculino,Volga,SD,Estados Unidos,Xbox,Survival,51,2024-01-06,1266.1,434,17,578.57,2026-07-20
88,Raffaello Tafuri,raffaello.tafuri88,38,1987-10-07,Masculino,Grumo Appula,Apulia,Itália,PC,Esportes,81,2010-04-13,2001.1,1303,2,29.8,2025-12-13
89,Juana Romero,juana.romero89,44,1982-07-18,Feminino,Berrotarán,X,Argentina,PC,Simulação,50,2013-01-14,1247.9,393,17,413.39,2026-03-05
90,Ornella Monteverdi,ornella.monteverdi90,41,1984-11-28,Feminino,Barzana,Lombardy,Itália,Xbox,Survival,5,2026-05-29,116.8,42,0,0,2026-07-12
91,Daniel Guyot,daniel.guyot91,32,1994-06-03,Masculino,Aigné,Pays de la Loire,França,PlayStation,Esportes,100,2015-08-05,4097.7,2348,10,269.0,2025-09-25
92,Úrsula Bueno,ursula.bueno92,43,1983-08-15,Feminino,Sebastián Lerdo de Tejada,DUR,México,Xbox,Ação,12,2021-09-16,275.7,125,1,59.9,2025-10-05
93,Jesse Ponce,jesse.ponce93,51,1975-06-18,Masculino,Wrightwood,CA,Estados Unidos,Mobile,MOBA,100,2014-03-08,3247.8,1905,3,139.7,2025-09-30
94,Margret Pölitz,margret.politz94,28,1998-06-05,Feminino,Sankt Blasien,BW,Alemanha,PlayStation,Survival,32,2016-06-26,799.0,459,19,553.46,2026-04-23
95,Heinz-Günter Rörricht,heinz-gunter.rorricht95,22,2003-10-24,Masculino,Clingen,Thuringia,Alemanha,Xbox,Ação,4,2022-12-03,92.4,54,0,0,2026-03-29
96,Curtis Jones,curtis.jones96,50,1976-06-27,Masculino,Perry,IA,Estados Unidos,Xbox,RPG,100,2015-04-22,2500.4,1051,0,0,2026-07-05
97,Sarah Valdez,sarah.valdez97,54,1972-02-29,Feminino,Morphett Vale,SA,Austrália,PC,RPG,26,2010-05-25,628.9,334,25,673.04,2025-09-15
98,Brittany Clark,brittany.clark98,26,2000-02-05,Feminino,Cartierville,QC,Canadá,Xbox,Simulação,28,2020-09-06,689.2,225,22,637.98,2026-07-24
99,Tomás Zamorano,tomas.zamorano99,23,2002-10-30,Masculino,Paredes de Escalona,Castille-La Mancha,Espanha,PlayStation,FPS,22,2017-11-20,536.4,322,0,0,2026-06-27
100,Danielle Jacquet,danielle.jacquet100,29,1997-08-09,Feminino,Vincennes,IDF,França,PlayStation,Esportes,29,2011-04-11,708.7,449,10,254.27,2025-12-14
101,Neil Wilson,neil.wilson101,31,1995-03-22,Masculino,Penicuik,SCT,Reino Unido,Xbox,Luta,41,2012-06-30,1006.8,1667,10,279.18,2025-12-13
102,Rebeca Alves,rebeca.alves102,26,2000-01-19,Feminino,Estrela Dalva,MG,Brasil,PlayStation,FPS,6,2023-12-10,128.1,82,8,189.29,2026-08-17
103,Espartaco Soto,espartaco.soto103,38,1988-03-27,Masculino,San Juan de las Huertas,MEX,México,PC,Ação,2,2017-03-07,31.5,15,0,0,2026-06-26
104,Marcela Amat,marcela.amat104,54,1972-01-30,Feminino,Lazagurría,Navarre,Espanha,PC,Ação,12,2021-04-13,284.8,167,16,533.49,2026-07-24
105,Heather Gomez,heather.gomez105,21,2004-11-17,Feminino,Durham,CA,Estados Unidos,Xbox,FPS,9,2024-06-04,212.8,201,10,344.09,2026-07-01
106,Vicki Hickman,vicki.hickman106,27,1998-11-21,Feminino,Bourbon,MO,Estados Unidos,PC,Estratégia,15,2019-05-08,353.8,222,1,39.9,2026-03-30
107,Edward Brennan,edward.brennan107,31,1995-03-28,Masculino,Lakes Entrance,VIC,Austrália,PC,Survival,27,2012-11-05,665.4,251,0,0,2026-08-15
108,Joshua Smith,joshua.smith108,39,1987-03-12,Masculino,Fowlerville,MI,Estados Unidos,PC,Estratégia,34,2016-05-21,833.0,278,0,0,2026-01-19
109,Robert Byrd,robert.byrd109,26,1999-12-06,Masculino,Friona,TX,Estados Unidos,Xbox,Ação,9,2014-12-12,203.2,112,10,314.09,2026-05-15
110,Luc Simon,luc.simon110,26,2000-03-28,Masculino,Auxi-le-Château,HDF,França,PC,Survival,93,2022-01-09,2318.7,631,1,14.9,2026-06-01
111,Tonia Littizzetto,tonia.littizzetto111,41,1985-06-03,Feminino,San Felice sul Panaro,45,Itália,PlayStation,Survival,45,2019-08-23,1119.0,593,20,608.18,2026-04-17
112,Liliana Toso,liliana.toso112,27,1998-09-22,Feminino,Monte San Marino,62,Itália,PC,MOBA,9,2017-07-28,222.1,241,6,159.49,2025-11-18
113,Flavia Scandone,flavia.scandone113,27,1998-11-08,Feminino,Melazzo,Piedmont,Itália,Xbox,Corrida,23,2012-09-24,554.9,1301,3,39.7,2025-10-03
114,Samuel Pinheiro,samuel.pinheiro114,33,1992-10-06,Masculino,Belmonte,05,Portugal,Xbox,Luta,68,2011-02-07,1681.2,1589,2,74.8,2026-01-14
115,Robin Metcalfe,robin.metcalfe115,39,1987-01-05,Masculino,Whitton,Wales,Reino Unido,PC,Esportes,97,2013-02-07,2412.7,1821,0,0,2026-02-25
116,Capucine Chauvin,capucine.chauvin116,31,1995-01-16,Feminino,Méaulte,HDF,França,PC,MOBA,2,2018-01-11,36.8,20,1,29.9,2026-03-18
117,William Knight,william.knight117,26,1999-11-10,Masculino,Indian Hills,CO,Estados Unidos,PlayStation,Simulação,11,2018-10-22,271.2,262,0,0,2025-09-03
118,Lilla Errigo,lilla.errigo118,25,2001-07-28,Feminino,Marino,62,Itália,Xbox,Survival,51,2024-07-09,1256.7,282,2,99.8,2025-10-22
119,Anna Harvey,anna.harvey119,48,1978-03-29,Feminino,Saint-Élie-de-Caxton,QC,Canadá,PlayStation,Corrida,2,2026-06-29,44.3,30,2,79.8,2026-08-08
120,Stephanie Johnson,stephanie.johnson120,36,1989-12-08,Feminino,Marieville,QC,Canadá,PC,Corrida,1,2026-04-16,11.9,7,1,29.9,2026-06-19
121,Melina Catalano,melina.catalano121,31,1994-10-24,Feminino,Verano - Voeran,32,Itália,Xbox,Aventura,13,2015-01-24,318.3,111,0,0,2026-06-29
122,Claudia Ughi,claudia.ughi122,18,2007-09-26,Feminino,Lovero,Lombardy,Itália,Xbox,FPS,16,2021-03-06,396.6,438,7,169.39,2026-07-20
123,Jean Pearson,jean.pearson123,26,2000-01-24,Feminino,Wilmcote,ENG,Reino Unido,Xbox,Corrida,1,2025-06-25,18.1,28,0,0,2026-01-03
124,Ettore Cortese,ettore.cortese124,42,1984-02-15,Masculino,Lama,45,Itália,PC,Ação,6,2022-09-18,144.3,74,0,0,2025-12-26
125,Ebony Stanton,ebony.stanton125,28,1997-12-09,Feminino,Hālawa,HI,Estados Unidos,Xbox,Simulação,100,2015-05-28,3763.4,2241,18,583.38,2026-04-15
126,Eustaquio Folch,eustaquio.folch126,34,1991-09-13,Masculino,Poyales del Hoyo,Castille and León,Espanha,Xbox,Corrida,9,2021-04-17,217.5,143,0,0,2026-08-03
127,Amy Green,amy.green127,16,2010-08-11,Feminino,Robinwood,MD,Estados Unidos,PC,Estratégia,15,2024-09-22,371.6,249,20,588.18,2026-08-15
128,Ljudmila Seifert,ljudmila.seifert128,55,1970-11-02,Feminino,Kemnitz,MV,Alemanha,PC,Corrida,3,2024-06-20,71.2,49,0,0,2026-06-26
129,Kathryn Leon,kathryn.leon129,23,2003-04-18,Feminino,Iuka,MS,Estados Unidos,PlayStation,Luta,8,2019-01-16,188.5,145,1,39.9,2026-06-15
130,Jack Blake,jack.blake130,39,1986-10-02,Masculino,Lynton,ENG,Reino Unido,PC,Estratégia,2,2022-04-15,39.5,26,1,9.9,2025-10-04
131,Joseph Campbell,joseph.campbell131,17,2009-07-03,Masculino,Better Waverly,MD,Estados Unidos,Xbox,Corrida,2,2025-07-17,33.4,70,0,0,2025-09-06
132,Concetta Caruso,concetta.caruso132,25,2001-05-10,Feminino,Pietra la Croce,The Marches,Itália,PC,Estratégia,5,2022-02-20,115.9,80,5,59.68,2025-12-20
133,Margaud Descamps,margaud.descamps133,33,1993-06-14,Feminino,Cabanac-et-Villagrains,New Aquitaine,França,PlayStation,Corrida,9,2015-11-06,221.6,491,0,0,2025-12-29
134,Matthew Mitchell,matthew.mitchell134,50,1976-01-02,Masculino,Streetly,ENG,Reino Unido,Xbox,FPS,13,2015-02-27,323.7,512,0,0,2025-10-20
135,Antoinette Tessier,antoinette.tessier135,17,2009-04-01,Feminino,Recquignies,HDF,França,Xbox,Simulação,3,2025-06-03,51.8,16,0,0,2026-08-21
136,Jane Wagner,jane.wagner136,40,1985-12-24,Feminino,Milton,DE,Estados Unidos,Mobile,MOBA,82,2015-12-12,2044.3,1032,0,0,2025-11-19
137,Juri Patberg,juri.patberg137,52,1973-10-07,Masculino,Nusse,SH,Alemanha,PlayStation,Survival,38,2018-08-03,946.4,301,0,0,2026-04-10
138,Ricky Myers,ricky.myers138,21,2005-04-16,Masculino,Versailles,PA,Estados Unidos,Xbox,Aventura,30,2022-08-26,728.6,473,9,249.19,2026-07-18
139,Sophia Zacchia,sophia.zacchia139,33,1993-07-09,Feminino,Pian Camuno,Lombardy,Itália,PC,Estratégia,1,2026-05-22,1.7,1,0,0,2026-08-03
140,Lucas Ramos,lucas.ramos140,27,1999-03-08,Masculino,Flexeiras,AL,Brasil,PlayStation,Aventura,67,2013-05-20,1651.6,1128,7,289.3,2025-10-21
141,Gregory Cunningham,gregory.cunningham141,38,1988-07-23,Masculino,Peakhurst Heights,NSW,Austrália,PlayStation,Survival,19,2025-09-17,464.9,145,6,199.4,2026-05-18
142,Jean Lopez,jean.lopez142,23,2003-05-01,Feminino,Big Bend,BC,Canadá,PC,MOBA,8,2022-03-13,199.1,92,0,0,2026-03-25
143,Tonia Offredi,tonia.offredi143,28,1998-05-21,Feminino,Mosnigo,34,Itália,PC,RPG,74,2020-12-23,1845.4,934,23,882.88,2026-08-24
144,Pilar Marrero,pilar.marrero144,38,1987-09-10,Feminino,Comején,Veracruz,México,PlayStation,Luta,10,2014-09-14,235.0,209,0,0,2025-09-28
145,Chiara Infantino,chiara.infantino145,26,2000-05-26,Feminino,Gambasca,Piedmont,Itália,PC,Simulação,35,2016-10-13,868.0,793,16,538.85,2025-12-18
146,Baccio Granatelli,baccio.granatelli146,41,1984-09-09,Masculino,Mornico al Serio,Lombardy,Itália,Xbox,Esportes,1,2025-12-10,20.2,31,0,0,2026-07-09
147,Roy Fox,roy.fox147,21,2005-04-09,Masculino,Pitlochry,SCT,Reino Unido,PC,Ação,20,2019-11-29,478.5,382,3,199.7,2026-02-18
148,Gerald Kim,gerald.kim148,16,2010-01-10,Masculino,Nashville,TN,Estados Unidos,PC,Esportes,1,2026-02-05,2.3,4,1,14.9,2026-02-15
149,Tiziano Mondadori,tiziano.mondadori149,28,1997-11-11,Masculino,Chambave,Aosta Valley,Itália,Xbox,Corrida,7,2021-08-05,161.7,154,2,34.8,2026-02-06
150,Henry Rogers,henry.rogers150,25,2000-12-21,Masculino,Archer,FL,Estados Unidos,PC,Luta,10,2014-05-04,231.4,221,0,0,2026-03-18
151,Dana Holland,dana.holland151,28,1998-01-18,Feminino,Fort Lauderdale,FL,Estados Unidos,Xbox,Corrida,44,2011-10-01,1096.7,788,0,0,2026-07-20
152,Felipa Ferrera,felipa.ferrera152,22,2004-08-26,Feminino,Perosillo,Castille and León,Espanha,PC,Luta,1,2023-05-10,10.2,30,3,89.7,2026-05-26
153,Kenneth Delgado,kenneth.delgado153,39,1986-11-06,Masculino,Gunter,TX,Estados Unidos,PlayStation,Esportes,8,2023-05-11,195.2,235,15,593.59,2026-07-04
154,Salvatore Callegari,salvatore.callegari154,34,1992-03-10,Masculino,Candelo,Piedmont,Itália,PlayStation,Esportes,100,2012-06-24,3595.0,1927,0,0,2025-12-06
155,Amaro Mas,amaro.mas155,21,2005-05-23,Masculino,Getafe,M,Espanha,PlayStation,Corrida,6,2024-04-14,128.6,78,1,79.9,2025-11-19
156,Rebecca Watson,rebecca.watson156,18,2008-07-30,Feminino,Ashton-under-Lyne,ENG,Reino Unido,PC,Luta,7,2025-08-14,155.2,140,5,264.59,2026-04-24
157,Christophe Petitjean,christophe.petitjean157,48,1977-12-12,Masculino,Saint-Brice-sur-Vienne,New Aquitaine,França,PC,Estratégia,100,2013-02-09,3847.2,1600,0,0,2026-07-22
158,Dulce Arellano,dulce.arellano158,33,1993-05-17,Feminino,Ignacio Ramírez,CHP,México,PlayStation,FPS,11,2021-12-23,255.2,144,10,229.09,2026-07-21
