player_id,nome,username,idade,data_nascimento,genero,cidade,estado,pais,plataforma,genero_jogo,nivel_jogador,data_criacao_conta,horas_jogadas,numero_sessoes,quantidade_compras,valor_gasto,ultimo_acesso
54,Fátima Cueto,fatima.cueto54,20,2005-10-06,Feminino,Tabernas,Andalusia,Espanha,PlayStation,Ação,45,2020-10-06,1116.6,694,0,0,2025-09-15
55,Victor Padilla,victor.padilla55,49,1977-04-28,Masculino,l'Alfàs del Pi,V,Espanha,PlayStation,Ação,42,2016-09-01,1041.6,760,24,797.87,2026-02-04
56,Hanno Gute,hanno.gute56,37,1988-09-15,Masculino,Schöppenstedt,Lower Saxony,Alemanha,PlayStation,Simulação,6,2012-04-22,133.5,116,8,179.38,2025-10-09
57,Ramiro Arredondo,ramiro.arredondo57,47,1979-04-22,Masculino,La Cañada,QUE,México,Xbox,FPS,2,2023-12-07,37.3,83,4,139.6,2026-03-31
58,Declan Evans,declan.evans58,47,1979-03-21,Masculino,Exmouth,ENG,Reino Unido,PC,Esportes,15,2018-01-28,368.7,858,5,99.68,2025-12-16
59,Lorraine Salmon,lorraine.salmon59,52,1974-07-26,Feminino,Saint-Genis-Laval,Rhône-Alpes,França,Xbox,Corrida,12,2020-05-19,296.7,210,0,0,2026-01-08
60,Luigi Cutrufo,luigi.cutrufo60,28,1998-02-21,Masculino,Monzuno,45,Itália,PC,Estratégia,23,2011-11-02,556.5,283,3,114.7,2025-12-21
61,Morgan Thompson,morgan.thompson61,23,2002-12-30,Feminino,Saint-Jacques-le-Mineur,QC,Canadá,Xbox,FPS,1,2021-08-27,11.9,27,1,79.9,2026-08-04
62,Graeme Smith,graeme.smith62,34,1991-09-30,Masculino,Welton,ENG,Reino Unido,PlayStation,RPG,39,2023-01-06,953.5,260,14,273.87,2025-11-09
63,Scott Rojas,scott.rojas63,30,1996-07-02,Masculino,Platteville,CO,Estados Unidos,PlayStation,Ação,73,2013-09-20,1822.6,1482,0,0,2026-03-25
64,William Guilbert,william.guilbert64,32,1994-07-01,Masculino,Cabannes,Provence-Alpes-Côte d'Azur,França,Mobile,MOBA,66,2018-05-09,1649.3,818,17,533.57,2026-08-06
65,Juan Madrigal,juan.madrigal65,39,1986-11-12,Masculino,Mecayapan,Veracruz,México,PlayStation,Simulação,1,2026-01-21,17.8,12,0,0,2026-06-18
66,Burghard Langern,burghard.langern66,27,1999-07-01,Masculino,Heubach,BW,Alemanha,PC,FPS,2,2021-03-28,43.6,74,1,4.99,2026-03-23
67,Susana Carrión,susana.carrion67,32,1993-12-09,Feminino,Grajal de Campos,Castille and León,Espanha,PlayStation,Simulação,1,2026-07-08,20.7,20,0,0,2026-07-31
68,Irma Valdivia,irma.valdivia68,27,1998-10-13,Feminino,San Miguel Cerezo (El Cerezo),HID,México,PC,Luta,68,2020-05-25,1696.8,1132,8,164.38,2025-11-10
69,Bárbara Caldeira,barbara.caldeira69,29,1997-03-09,Feminino,Santa Terezinha do Tocantins,TO,Brasil,PC,Ação,5,2023-11-18,105.5,68,0,0,2026-03-20
70,Melissa Perry,melissa.perry70,33,1992-09-29,Feminino,Kings Grant,NC,Estados Unidos,PC,MOBA,7,2022-01-10,154.1,82,0,0,2026-08-27
71,Luca Ojeda,luca.ojeda71,46,1979-11-29,Masculino,Barda del Medio,R,Argentina,PC,Simulação,72,2013-09-16,1787.2,1233,6,269.58,2026-06-30
72,Gregorio Negrón,gregorio.negron72,44,1982-07-06,Masculino,Guadalupe del Monte,GUA,México,PC,Esportes,24,2021-08-03,577.3,385,0,0,2026-08-03
73,Nanni Chiaramonte,nanni.chiaramonte73,50,1975-10-28,Masculino,Alpo,34,Itália,PlayStation,Simulação,35,2011-04-28,869.6,500,15,418.59,2025-11-13
74,Nicholas Richards,nicholas.richards74,33,1992-12-10,Masculino,Muskego,WI,Estados Unidos,PC,Ação,3,2024-06-16,57.7,26,0,0,2026-06-28
75,Richard Choi,richard.choi75,21,2005-04-02,Masculino,North Conway,NH,Estados Unidos,PC,MOBA,21,2021-04-13,510.6,630,9,224.19,2026-01-20
76,Connie Farmer,connie.farmer76,32,1994-07-13,Feminino,Sylmar,CA,Estados Unidos,PC,Simulação,99,2018-06-02,2465.5,789,0,0,2025-11-26
77,Mayte Maya,mayte.maya77,19,2007-01-03,Feminino,San Ángel,GRO,México,PC,FPS,1,2025-09-01,1.5,1,1,29.9,2026-03-24
78,Aimée Marty,aimee.marty78,26,1999-11-27,Feminino,Ver-sur-Launette,HDF,França,PlayStation,Aventura,13,2021-02-06,304.4,158,14,393.78,2026-06-16
79,Antoinette Grondin,antoinette.grondin79,29,1997-01-08,Feminino,Mantes-la-Ville,IDF,França,PC,Estratégia,100,2014-04-23,2747.5,1172,27,807.48,2025-10-27
80,Winfried Vogt,winfried.vogt80,42,1983-11-21,Masculino,Freiburg,BW,Alemanha,Xbox,RPG,67,2016-05-15,1673.0,476,0,0,2026-05-07
81,Corinne Ledoux,corinne.ledoux81,18,2007-09-11,Feminino,Congénies,OCC,França,Xbox,Survival,71,2022-08-31,1751.7,571,1,4.99,2026-04-26
82,Kevin Dillon,kevin.dillon82,44,1982-05-24,Masculino,Winter Garden,FL,Estados Unidos,Xbox,Simulação,100,2015-03-13,6712.8,1734,0,0,2026-05-09
83,Ubaldo Littizzetto,ubaldo.littizzetto83,36,1990-05-26,Masculino,Arena Po,Lombardy,Itália,PlayStation,Luta,14,2012-09-21,337.6,498,8,199.2,2026-05-17
84,Marvin Greene,marvin.greene84,25,2000-12-27,Masculino,University Park,CA,Estados Unidos,PC,Survival,3,2023-07-31,61.3,33,1,4.99,2025-12-06
85,Vincenza Quasimodo,vincenza.quasimodo85,46,1980-01-26,Feminino,Sarcedo,34,Itália,PC,Estratégia,6,2024-08-19,136.7,145,9,309.19,2026-02-13
86,Marisa Scott,marisa.scott86,16,2009-10-20,Feminino,Parafield Gardens,SA,Austrália,PC,FPS,11,2023-10-21,270.9,316,0,0,2026-05-14
87,Marlies Karge,marlies.karge87,42,1984-02-07,Feminino,Viöl,SH,Alemanha,Xbox,Luta,26,2014-07-06,635.0,1897,21,672.99,2025-10-01
88,Pascale Stey,pascale.stey88,24,2002-06-21,Feminino,Postbauer-Heng,Bavaria,Alemanha,PC,Estratégia,53,2022-02-27,1300.6,730,0,0,2026-07-17
89,Rosmarie Ernst,rosmarie.ernst89,48,1977-10-27,Feminino,Linz am Rhein,RP,Alemanha,PC,RPG,55,2013-12-03,1357.2,490,0,0,2026-05-10
90,Thies Boucsein,thies.boucsein90,42,1984-02-14,Masculino,Plauen,Saxony,Alemanha,Xbox,Luta,6,2018-10-12,139.2,219,0,0,2025-12-27
91,Annunziata Emo,annunziata.emo91,52,1974-04-26,Feminino,Nobile-Monguzzo,Lombardy,Itália,PlayStation,RPG,18,2025-03-01,433.9,163,0,0,2025-12-06
92,Maurice Turnbull,maurice.turnbull92,47,1979-07-01,Masculino,Chipping Ongar,ENG,Reino Unido,PlayStation,Corrida,13,2015-10-27,302.3,301,1,79.9,2026-08-23
93,Oliver Barbosa,oliver.barbosa93,54,1972-08-11,Masculino,Piên,PR,Brasil,PlayStation,Luta,79,2010-05-20,1954.8,1546,11,393.99,2025-12-12
94,Modesto Montaño,modesto.montano94,26,1999-11-29,Masculino,San Juan Guichicovi,OAX,México,PC,Aventura,100,2014-04-28,2559.4,2055,0,0,2026-05-27
95,Tiffany Smith,tiffany.smith95,27,1998-10-04,Feminino,Jacobs Well,QLD,Austrália,PlayStation,Simulação,24,2022-11-21,592.3,152,0,0,2025-11-01
96,James Castillo,james.castillo96,37,1989-08-14,Masculino,Chesapeake,WV,Estados Unidos,PC,Estratégia,40,2022-10-14,980.0,432,13,408.79,2025-12-07
97,Ravy Novais,ravy.novais97,37,1988-12-02,Masculino,Bocaiúva,MG,Brasil,PC,RPG,57,2012-09-02,1411.0,1279,20,483.27,2025-10-21
98,Sherri Fowler,sherri.fowler98,52,1973-11-24,Feminino,Terra Bella,CA,Estados Unidos,PC,Aventura,8,2021-11-20,193.0,177,17,548.48,2026-01-12
99,Susan Heintze,susan.heintze99,26,2000-06-14,Feminino,Fretter,North Rhine-Westphalia,Alemanha,PC,Esportes,6,2026-03-25,141.9,80,0,0,2026-05-01
100,Alana Leão,alana.leao100,54,1972-02-07,Feminino,Santa Ernestina,SP,Brasil,Xbox,Survival,18,2021-05-28,444.9,301,0,0,2025-10-30
101,Filipe Castro,filipe.castro101,23,2003-01-22,Masculino,Sagres,08,Portugal,Xbox,FPS,19,2022-08-22,473.8,243,10,214.27,2025-10-20
102,Rosalia Cassarà,rosalia.cassara102,19,2007-04-14,Feminino,Tor Tre Teste,62,Itália,PC,MOBA,17,2023-09-23,403.4,211,0,0,2026-03-07
103,Ágatha Novaes,agatha.novaes103,43,1983-08-22,Feminino,Júlio Mesquita,SP,Brasil,Xbox,Luta,2,2011-06-23,48.4,106,1,4.99,2026-05-13
104,Carlo Biagiotti,carlo.biagiotti104,48,1977-10-06,Masculino,Spigno Saturnia Superiore,62,Itália,Xbox,Esportes,14,2018-05-11,334.6,500,0,0,2026-04-16
105,Carolina Lima,carolina.lima105,28,1998-08-22,Feminino,Porteiras,CE,Brasil,Xbox,Esportes,16,2022-10-03,379.4,217,0,0,2026-08-21
106,Amy Nelson,amy.nelson106,24,2002-02-16,Feminino,Reed City,MI,Estados Unidos,Mobile,MOBA,9,2020-12-28,215.8,169,0,0,2026-06-06
107,Fidel Rodríguez,fidel.rodriguez107,37,1989-02-13,Masculino,San Andrés Ocotlán,MEX,México,PC,Estratégia,10,2025-06-24,249.4,109,2,24.89,2026-05-24
108,Julien Mary,julien.mary108,42,1984-05-19,Masculino,Saint-Victurnien,New Aquitaine,França,PlayStation,RPG,21,2013-09-06,520.8,344,0,0,2026-05-06
109,Serafín Casárez,serafin.casarez109,37,1988-09-08,Masculino,San Miguel Xoltepec,MEX,México,Xbox,Esportes,100,2011-12-05,2951.4,3312,27,1152.48,2026-03-07
110,Federigo Rosselli,federigo.rosselli110,16,2010-02-14,Masculino,Pramaggiore Blessaglia,34,Itália,PlayStation,Corrida,1,2023-10-20,5.5,12,1,79.9,2025-12-09
111,Robert Mcguire,robert.mcguire111,51,1975-04-01,Masculino,Leakesville,MS,Estados Unidos,Xbox,Luta,3,2024-04-25,53.7,125,0,0,2026-07-24
112,Matthew Boyd,matthew.boyd112,43,1982-09-08,Masculino,Hall Park,OK,Estados Unidos,PC,Esportes,6,2016-06-09,145.8,348,26,762.67,2025-12-12
113,Angela Wiley,angela.wiley113,30,1996-05-23,Feminino,Fairfield Glade,TN,Estados Unidos,Xbox,Corrida,2,2024-12-12,40.2,24,2,64.89,2026-07-07
114,Taylor Anderson,taylor.anderson114,26,2000-01-06,Feminino,Saint-Constant,QC,Canadá,PlayStation,Corrida,7,2015-06-13,161.8,259,25,1172.68,2026-04-16
115,Julie Neveu,julie.neveu115,50,1976-08-17,Feminino,Saint-Laurent-de-Mure,Rhône-Alpes,França,PlayStation,FPS,13,2016-07-04,307.7,269,17,438.39,2026-01-30
116,Yvonne Wu,yvonne.wu116,24,2001-11-19,Feminino,Townline,BC,Canadá,PlayStation,Survival,3,2026-07-02,59.9,20,0,0,2026-08-30
117,Alexei Radisch,alexei.radisch117,30,1995-11-06,Masculino,Waldheim,Lower Saxony,Alemanha,Mobile,MOBA,26,2010-07-23,646.0,724,0,0,2025-10-27
118,Jonathan Colon,jonathan.colon118,50,1976-05-30,Masculino,Kewaskum,WI,Estados Unidos,Xbox,Ação,100,2012-09-13,2910.5,1241,26,817.58,2025-12-19
119,George Dominguez,george.dominguez119,52,1973-10-15,Masculino,Geneva,OH,Estados Unidos,PC,Estratégia,16,2020-08-21,386.0,181,0,0,2026-07-05
120,Lisa Brown,lisa.brown120,35,1991-02-01,Feminino,Frenchville,ME,Estados Unidos,PC,MOBA,3,2020-10-14,59.1,52,2,99.8,2026-02-25
121,Tara Scott,tara.scott121,27,1998-11-18,Feminino,Wayne City,IL,Estados Unidos,PC,Corrida,81,2015-03-07,2004.6,1168,12,364.07,2026-03-06
122,Águeda Rivera,agueda.rivera122,41,1985-08-09,Feminino,Costa Teguise,Canary Islands,Espanha,Xbox,Simulação,100,2010-08-24,8283.4,2233,27,847.48,2025-10-06
123,Élise Guilbert,elise.guilbert123,25,2001-04-28,Feminino,Ménesplet,New Aquitaine,França,PC,Estratégia,13,2024-08-20,316.5,110,0,0,2026-04-16
124,Silvano Correa,silvano.correa124,16,2010-05-11,Masculino,Colonia 28 de Mayo (Santa Rosa),HID,México,PC,Simulação,8,2025-09-15,189.6,57,0,0,2026-06-25
125,Gioacchino Cagnotto,gioacchino.cagnotto125,37,1989-07-20,Masculino,Selargius,Sardinia,Itália,PC,Estratégia,91,2017-09-29,2265.2,807,0,0,2026-08-03
126,Milena Carpaccio,milena.carpaccio126,35,1990-10-07,Feminino,Montale,Tuscany,Itália,Xbox,Luta,2,2017-08-02,27.0,67,5,219.59,2026-03-13
127,Paulina Valentín,paulina.valentin127,23,2003-05-05,Feminino,El Oro de Hidalgo,MEX,México,Mobile,MOBA,7,2020-09-23,169.4,158,9,359.1,2026-07-29
128,Jos Lozano,jos.lozano128,54,1972-03-07,Masculino,General Zuazua,NLE,México,PlayStation,Aventura,100,2014-04-01,3581.0,1448,0,0,2025-10-10
129,Melanie Murillo,melanie.murillo129,18,2008-02-04,Feminino,Prien,LA,Estados Unidos,PlayStation,Survival,3,2023-04-16,50.6,40,1,79.9,2026-05-14
130,Pedro Lucas Martins,pedro.lucas.martins130,24,2002-01-11,Masculino,Cidade Gaúcha,PR,Brasil,PC,Luta,3,2022-08-07,71.2,116,4,159.6,2025-09-18
131,Nada Wende,nada.wende131,24,2002-01-26,Feminino,Guttau,Saxony,Alemanha,PlayStation,Simulação,3,2022-03-04,64.7,56,5,214.5,2025-11-14
132,Petros Vollbrecht,petros.vollbrecht132,24,2002-01-11,Masculino,Lörrach,BW,Alemanha,PC,MOBA,5,2015-05-10,115.6,102,0,0,2025-10-01
133,Romana Marenzio,romana.marenzio133,44,1982-03-02,Feminino,Sabbioneta,Lombardy,Itália,Xbox,Simulação,5,2021-06-02,123.2,108,9,424.1,2026-06-09
134,Estela Segura,estela.segura134,17,2009-03-11,Feminino,Maravillas,AGU,México,Xbox,Luta,12,2023-08-20,297.0,522,27,962.57,2026-01-27
135,Abril Gallegos,abril.gallegos135,34,1992-01-05,Feminino,Totatiche,JAL,México,PlayStation,Esportes,15,2022-06-02,362.5,280,0,0,2026-08-22
136,Kristine Anders,kristine.anders136,30,1995-10-12,Feminino,Kippenheim,BW,Alemanha,Xbox,Corrida,43,2018-05-09,1072.4,1151,11,244.17,2026-01-27
137,Viridiana Camiscione,viridiana.camiscione137,29,1996-11-26,Feminino,Mossa,36,Itália,PlayStation,FPS,14,2023-09-19,337.5,605,18,788.47,2026-02-14
138,Kelli Williams,kelli.williams138,31,1995-05-08,Feminino,Pump Hill,AB,Canadá,Xbox,Corrida,2,2021-02-09,40.4,32,0,0,2026-05-04
139,Henri Delahaye,henri.delahaye139,25,2000-09-13,Masculino,Arcueil,IDF,França,PC,Estratégia,6,2015-08-05,139.4,60,0,0,2026-03-04
140,Gunnar Finke,gunnar.finke140,36,1990-02-02,Masculino,Eichigt,Saxony,Alemanha,PlayStation,Ação,51,2010-03-11,1254.7,567,13,298.88,2025-10-26
141,Travis Taylor,travis.taylor141,27,1998-10-07,Masculino,Walnutport,PA,Estados Unidos,PC,Esportes,5,2025-04-07,120.9,70,3,64.7,2026-08-06
142,Salvador Guerra,salvador.guerra142,26,2000-07-25,Masculino,San José del Tunal,MEX,México,PlayStation,Corrida,5,2020-07-28,110.6,152,11,394.08,2025-10-27
143,Grégoire Royer,gregoire.royer143,16,2010-02-15,Masculino,Bussière-Dunoise,New Aquitaine,França,Xbox,FPS,17,2024-07-02,406.3,235,0,0,2026-04-08
144,Heather Powell,heather.powell144,39,1986-11-02,Feminino,Moravia,NY,Estados Unidos,PlayStation,FPS,16,2022-01-14,393.5,496,0,0,2025-11-05
145,Sébastien Hoareau,sebastien.hoareau145,49,1977-02-04,Masculino,Saint-Christophe-du-Ligneron,Pays de la Loire,França,PC,Aventura,28,2017-11-03,676.1,229,0,0,2026-04-23
146,Carlota Saldaña,carlota.saldana146,47,1978-12-06,Feminino,Aculco de Espinoza,MEX,México,Xbox,Simulação,36,2023-07-20,876.8,230,0,0,2026-04-26
147,Erick Rezende,erick.rezende147,54,1972-08-05,Masculino,Juruena,MT,Brasil,PC,Estratégia,7,2012-05-04,154.9,69,5,249.5,2026-02-25
148,Cristina Verga,cristina.verga148,44,1982-07-19,Feminino,Graffignano,62,Itália,PlayStation,RPG,55,2020-01-03,1363.2,494,4,184.6,2025-10-25
149,Esmeralda Valls,esmeralda.valls149,22,2004-06-26,Feminino,Dehesa de Montejo,Castille and León,Espanha,Mobile,MOBA,48,2017-07-20,1199.5,530,18,513.47,2026-08-31
150,William Marsh,william.marsh150,26,2000-01-31,Masculino,Braman Corners,NY,Estados Unidos,PC,Estratégia,13,2018-04-19,309.9,281,6,99.4,2025-11-05
151,Ashlee Wheeler,ashlee.wheeler151,29,1997-03-16,Feminino,Saint-Jérôme,QC,Canadá,PlayStation,Aventura,6,2025-01-11,142.9,54,1,9.9,2026-01-08
152,Robert Phillips,robert.phillips152,36,1989-11-21,Masculino,Mahtomedi,MN,Estados Unidos,Xbox,Luta,2,2019-11-10,33.7,73,0,0,2026-02-19
153,Hans-Uwe Wiek,hans-uwe.wiek153,34,1992-05-24,Masculino,Visbek,Lower Saxony,Alemanha,Xbox,Corrida,1,2025-07-26,15.5,35,0,0,2026-01-24
154,Guglielmo Dovara,guglielmo.dovara154,25,2001-07-30,Masculino,Altavilla Vicentina,34,Itália,PC,Simulação,5,2019-04-21,102.3,34,0,0,2026-03-10
155,Susan Bazin,susan.bazin155,48,1978-06-07,Feminino,Achiet-le-Grand,HDF,França,PC,Luta,32,2012-02-23,790.1,731,0,0,2026-07-09
156,Nathan Novaes,nathan.novaes156,45,1981-06-24,Masculino,Maratá,RS,Brasil,PC,Estratégia,14,2022-07-13,341.7,130,8,379.2,2025-09-21
157,Alexis Pratt,alexis.pratt157,53,1972-11-08,Masculino,Repentigny,QC,Canadá,Xbox,RPG,23,2020-08-16,553.9,464,0,0,2025-10-20
