player_id,nome,username,idade,data_nascimento,genero,cidade,estado,pais,plataforma,genero_jogo,nivel_jogador,data_criacao_conta,horas_jogadas,numero_sessoes,quantidade_compras,valor_gasto,ultimo_acesso
28,Derrick Cox,derrick.cox28,25,2000-10-02,Masculino,Cordova Bay,BC,Canadá,PC,Estratégia,34,2013-12-31,835.4,751,2,44.8,2025-11-05
29,Brittany Pierce,brittany.pierce29,47,1979-06-10,Feminino,Parkdale,VIC,Austrália,PlayStation,FPS,13,2020-09-28,319.4,259,15,548.68,2026-08-30
30,Jordan Brown,jordan.brown30,21,2005-04-19,Feminino,North Oaks,MN,Estados Unidos,Xbox,FPS,1,2025-04-05,10.2,17,1,59.9,2025-10-30
31,Jeremy Flores,jeremy.flores31,46,1979-12-17,Masculino,Millersport,OH,Estados Unidos,PC,Corrida,17,2023-10-30,415.7,283,21,848.08,2025-11-28
32,Viridiana Rosiello,viridiana.rosiello32,26,2000-07-12,Feminino,Lecce Nei Marsi,65,Itália,PC,Luta,1,2026-03-28,18.4,13,1,59.9,2026-05-04
33,Paula Harris,paula.harris33,22,2004-06-14,Feminino,Deer Park,IL,Estados Unidos,PC,Ação,9,2025-05-12,216.1,200,0,0,2026-02-07
34,Leandra Ferrera,leandra.ferrera34,32,1994-02-02,Feminino,Soto del Real,M,Espanha,Xbox,FPS,7,2022-11-24,164.4,97,6,279.4,2026-03-27
35,Curtis Weber,curtis.weber35,35,1990-12-16,Masculino,Elbridge,NY,Estados Unidos,PC,Luta,38,2010-08-03,932.7,741,0,0,2025-10-27
36,Samantha Parker,samantha.parker36,54,1971-09-05,Feminino,Nashua,NH,Estados Unidos,Xbox,Ação,6,2020-04-18,139.2,101,0,0,2025-12-27
37,Jerzy Bohnbach,jerzy.bohnbach37,34,1991-12-01,Masculino,Rhede,North Rhine-Westphalia,Alemanha,Xbox,Ação,31,2010-03-25,762.3,415,6,214.49,2025-10-26
38,Valeska Neuschäfer,valeska.neuschafer38,54,1972-01-15,Feminino,Haßloch,RP,Alemanha,PC,Esportes,29,2018-07-20,700.0,1031,0,0,2026-03-01
39,Denise Salinas,denise.salinas39,54,1971-09-30,Feminino,Hubbard Lake,MI,Estados Unidos,PlayStation,Aventura,3,2026-02-07,72.6,31,0,0,2026-03-04
40,Lucia Marrone,lucia.marrone40,18,2008-08-11,Feminino,Sorgà,34,Itália,PC,Aventura,60,2022-06-18,1481.9,765,30,1002.27,2026-04-10
41,Eric Long,eric.long41,18,2008-04-25,Masculino,Great Missenden,ENG,Reino Unido,Xbox,Esportes,36,2022-07-15,895.6,899,4,134.6,2026-02-11
42,Tracy Holland,tracy.holland42,40,1986-05-18,Feminino,Great Houghton,ENG,Reino Unido,PC,Simulação,8,2023-06-12,193.6,58,0,0,2026-08-30
43,María Eugenia Yáñez,maria.eugenia.yanez43,47,1979-01-11,Feminino,Ignacio Pérez,QUE,México,Xbox,Survival,1,2026-08-08,6.1,2,1,19.9,2026-08-28
44,Alana Oliveira,alana.oliveira44,21,2004-12-21,Feminino,Nossa Senhora do Socorro,SE,Brasil,Xbox,RPG,2,2024-01-16,41.7,12,1,4.99,2025-11-16
45,Daniel Miguel,daniel.miguel45,32,1994-01-07,Masculino,Almodóvar del Pinar,Castille-La Mancha,Espanha,PC,Estratégia,100,2015-12-09,4111.8,1554,6,329.4,2026-04-18
46,Darren Campbell,darren.campbell46,51,1974-09-02,Masculino,Barlborough,ENG,Reino Unido,PC,FPS,67,2019-08-11,1653.1,997,0,0,2025-10-31
47,Mark Bowen,mark.bowen47,55,1970-09-18,Masculino,Champlain,NY,Estados Unidos,PC,Aventura,100,2013-03-22,2887.0,1036,21,798.17,2025-12-28
48,Théo Rodrigues,theo.rodrigues48,27,1999-01-22,Masculino,Passo de Torres,SC,Brasil,Xbox,RPG,100,2021-10-21,2857.2,850,5,174.59,2026-08-10
49,Minerva Villareal,minerva.villareal49,36,1990-05-01,Feminino,Copándaro de Galeana,Michoacán,México,PC,Estratégia,38,2014-11-16,947.8,787,13,358.97,2026-03-31
50,Sante Murialdo,sante.murialdo50,33,1992-11-28,Masculino,Gosaldo,34,Itália,Mobile,MOBA,10,2020-06-16,246.6,208,8,354.2,2026-05-28
51,Kurt Holt,kurt.holt51,47,1979-04-05,Masculino,Sontheim,Bavaria,Alemanha,Xbox,Survival,54,2017-08-17,1345.0,932,13,568.7,2025-09-06
52,Susan Gomez,susan.gomez52,22,2003-12-21,Feminino,Trappe,PA,Estados Unidos,PlayStation,FPS,20,2020-01-29,475.9,793,7,244.39,2026-05-11
53,Olivier Bourgeois,olivier.bourgeois53,42,1984-03-29,Masculino,Reynès,OCC,França,Xbox,Corrida,44,2019-09-17,1076.3,1499,27,912.84,2026-08-02
54,Malcolm Moore,malcolm.moore54,42,1984-07-10,Masculino,Bilsthorpe,ENG,Reino Unido,PlayStation,Esportes,64,2018-09-27,1593.4,1304,0,0,2026-02-16
55,Ágata Mena,agata.mena55,26,2000-06-27,Feminino,Primer Ensanche,Navarre,Espanha,PC,Ação,23,2018-06-04,565.5,583,0,0,2025-10-20
56,Marie Boone,marie.boone56,55,1971-07-29,Feminino,Panorama Hills,AB,Canadá,PC,Estratégia,12,2016-04-13,295.3,238,20,723.27,2026-04-20
57,Jacob Wright,jacob.wright57,46,1980-02-26,Masculino,Beechville,NS,Canadá,Xbox,RPG,100,2011-11-01,4067.8,1396,19,628.19,2026-01-11
58,Matheus Novais,matheus.novais58,29,1996-11-05,Masculino,Tupaciguara,MG,Brasil,PC,Estratégia,27,2014-11-21,651.4,499,14,493.69,2025-09-09
59,Alex Cousin,alex.cousin59,21,2004-10-14,Feminino,Plélo,Brittany,França,PC,Estratégia,6,2019-08-20,132.8,50,3,94.7,2026-01-31
60,Elizabeth Green,elizabeth.green60,34,1991-10-21,Feminino,Firthcliffe,NY,Estados Unidos,PC,Corrida,5,2025-03-22,124.2,102,0,0,2026-06-03
61,Maria Munoz,maria.munoz61,29,1997-03-29,Feminino,Midlothian,TX,Estados Unidos,PlayStation,Luta,10,2021-09-13,227.4,238,0,0,2026-06-20
62,Jacob Smith,jacob.smith62,21,2005-03-25,Masculino,Orchard Homes,MT,Estados Unidos,PC,Estratégia,44,2018-12-05,1092.4,606,5,309.5,2025-09-03
63,Ornella Branciforte,ornella.branciforte63,29,1997-01-12,Feminino,Cornaiano,32,Itália,PC,Estratégia,8,2013-02-03,186.1,179,0,0,2026-05-11
64,Christopher Shaw,christopher.shaw64,38,1987-11-08,Masculino,Fulton,IL,Estados Unidos,Xbox,Corrida,91,2016-02-16,2274.6,1786,0,0,2026-05-15
65,Salvador Galván,salvador.galvan65,41,1985-03-06,Masculino,Puerto de Chiquihuite,QUE,México,PC,Aventura,32,2011-06-06,796.5,656,23,762.88,2026-02-23
66,Mariano Gonzales,mariano.gonzales66,52,1974-04-05,Masculino,El Cerrillo Vista Hermosa,MEX,México,Mobile,MOBA,24,2011-08-02,580.3,263,0,0,2025-09-19
67,Calebe Araújo,calebe.araujo67,32,1994-06-03,Masculino,Santa Maria do Herval,RS,Brasil,PC,Aventura,4,2021-11-16,85.7,84,3,29.7,2026-04-10
68,Gotthilf Rörricht,gotthilf.rorricht68,35,1990-10-15,Masculino,Rain,Bavaria,Alemanha,PC,Corrida,99,2011-09-20,2453.7,2221,28,912.83,2026-07-08
69,Geneviève Pottier,genevieve.pottier69,38,1987-09-25,Feminino,Ger,New Aquitaine,França,PC,Estratégia,100,2011-05-18,4215.7,2606,30,937.18,2026-01-04
70,Sylvie Perret,sylvie.perret70,19,2007-06-15,Feminino,Sarbazan,New Aquitaine,França,Xbox,Corrida,2,2025-09-07,29.8,19,1,39.9,2026-06-13
71,Anthony Fernandez,anthony.fernandez71,28,1997-09-20,Masculino,Pointe-Claire,QC,Canadá,PC,Estratégia,20,2010-10-31,487.8,217,0,0,2026-02-24
72,Honoré Godard,honore.godard72,23,2002-09-14,Masculino,Grenay,Rhône-Alpes,França,Xbox,Luta,5,2021-05-30,115.0,211,2,49.8,2025-09-11
73,Joseph Cohen,joseph.cohen73,43,1983-01-07,Masculino,Riverdale,IL,Estados Unidos,PC,Aventura,7,2025-11-17,162.0,88,1,79.9,2026-03-20
74,Lorenzo Kallert,lorenzo.kallert74,54,1972-03-14,Masculino,Daaden,RP,Alemanha,PC,Ação,3,2016-11-10,64.5,51,5,154.59,2025-10-24
75,Claudine Legrand,claudine.legrand75,30,1995-12-10,Feminino,Upie,Rhône-Alpes,França,PlayStation,Ação,28,2021-04-23,690.4,956,2,34.89,2026-07-14
76,Andres Mühle,andres.muhle76,43,1983-07-01,Masculino,Neckarzimmern,BW,Alemanha,Mobile,MOBA,4,2016-07-10,92.2,67,6,189.4,2025-12-28
77,Jacques Carpentier,jacques.carpentier77,16,2010-04-09,Masculino,Colombiers,OCC,França,Xbox,Esportes,10,2024-04-16,238.9,164,0,0,2026-01-20
78,Jared Hughes,jared.hughes78,31,1994-10-16,Masculino,Archdale,NC,Estados Unidos,PC,Ação,69,2013-04-23,1703.5,718,4,129.69,2026-06-26
79,Ellinor Staude,ellinor.staude79,36,1990-05-15,Feminino,Bad Elster,Saxony,Alemanha,PlayStation,RPG,2,2025-01-11,31.2,9,0,0,2026-06-21
80,Sigfried Holt,sigfried.holt80,36,1990-01-13,Masculino,Eselsberg,BW,Alemanha,PC,Ação,36,2010-01-28,896.1,608,24,872.69,2026-07-13
81,Ligia Acero,ligia.acero81,35,1991-05-03,Feminino,Campaspero,Castille and León,Espanha,PC,Luta,1,2024-05-11,1.3,1,1,39.9,2026-02-05
82,Leticia Puerta,leticia.puerta82,31,1995-04-10,Feminino,Càrcer,V,Espanha,PC,Esportes,16,2022-12-19,396.3,300,22,718.07,2025-12-14
83,Éric Paris,eric.paris83,32,1993-12-31,Masculino,Peaugres,Rhône-Alpes,França,Xbox,FPS,51,2010-03-29,1260.1,2980,0,0,2026-08-15
84,Mauro Godoy,mauro.godoy84,42,1984-02-24,Masculino,El Pedregal,Michoacán,México,PC,Ação,31,2014-01-09,762.7,318,0,0,2025-12-20
85,Heather Hawkins,heather.hawkins85,49,1976-12-07,Feminino,Lionville,PA,Estados Unidos,Mobile,MOBA,12,2024-08-16,281.9,115,11,413.99,2025-12-31
86,Gregorio Marroquín,gregorio.marroquin86,52,1974-08-13,Masculino,Tecalitlán,JAL,México,PC,MOBA,3,2020-04-19,74.8,63,1,14.9,2026-05-23
87,María Manuela Madrid,maria.manuela.madrid87,52,1973-09-08,Feminino,Cucalón,AR,Espanha,PC,Corrida,18,2018-11-05,436.1,283,2,24.8,2026-02-19
88,Richard Roy,richard.roy88,21,2005-05-22,Masculino,Malvern,PA,Estados Unidos,Xbox,Corrida,44,2019-11-23,1092.3,828,0,0,2026-05-31
89,Rhavi Peixoto,rhavi.peixoto89,38,1987-12-03,Masculino,Aratiba,RS,Brasil,PC,Corrida,10,2024-04-06,245.0,225,0,0,2025-12-16
90,Stephanie Arroyo,stephanie.arroyo90,22,2003-11-12,Feminino,West Vancouver,BC,Canadá,PC,Luta,18,2020-09-13,433.6,457,18,478.38,2026-04-15
91,Lucia Romero,lucia.romero91,40,1986-08-26,Feminino,Alejo Ledesma,X,Argentina,PC,Aventura,14,2019-09-09,347.6,127,10,484.0,2026-08-31
92,Kristin Smith,kristin.smith92,41,1985-02-20,Feminino,Shalvey,NSW,Austrália,Xbox,Ação,9,2024-12-08,204.8,148,7,229.39,2025-12-17
93,Michael Ayers,michael.ayers93,36,1990-07-10,Masculino,Mount Riverview,NSW,Austrália,PC,Estratégia,99,2010-10-13,2465.7,1688,25,687.86,2025-12-23
94,Cristina Goldoni,cristina.goldoni94,51,1975-04-19,Feminino,Mosso,Piedmont,Itália,PC,Luta,37,2012-07-12,903.9,772,19,663.46,2026-03-05
95,Christiane Becker,christiane.becker95,22,2003-09-20,Feminino,Gatow,State of Berlin,Alemanha,PlayStation,Ação,18,2018-05-31,436.4,211,0,0,2026-04-04
96,Aurore Duhamel,aurore.duhamel96,41,1985-03-25,Feminino,Bellegarde-en-Forez,Rhône-Alpes,França,PC,Estratégia,3,2025-10-28,54.8,30,0,0,2026-05-21
97,Alfredo Espino,alfredo.espino97,27,1998-12-10,Masculino,San Pedro Coyutla,Veracruz,México,PlayStation,Survival,5,2020-06-11,104.7,101,3,114.79,2025-10-09
98,Tonino Rossini,tonino.rossini98,23,2002-09-12,Masculino,Baratte,Piedmont,Itália,PlayStation,Survival,23,2019-03-20,557.4,543,0,0,2026-08-06
99,Alejandro Covarrubias,alejandro.covarrubias99,42,1983-11-01,Masculino,Mavoro,MEX,México,Mobile,MOBA,2,2025-09-27,31.8,49,0,0,2026-02-05
100,Evangelina Pablo,evangelina.pablo100,26,1999-10-16,Feminino,Zafarraya,Andalusia,Espanha,PlayStation,Esportes,5,2024-09-30,122.9,227,3,129.7,2026-08-28
101,Marian Morton,marian.morton101,38,1987-10-19,Feminino,Llanfachraeth,Wales,Reino Unido,PC,Estratégia,100,2012-05-11,3244.1,2595,0,0,2025-10-25
102,Sandra Cabezas,sandra.cabezas102,31,1994-12-03,Feminino,Albalatillo,AR,Espanha,PC,Estratégia,39,2021-09-11,972.2,354,0,0,2025-10-04
103,Brenda Liu,brenda.liu103,24,2001-10-23,Feminino,Yountville,CA,Estados Unidos,PlayStation,Simulação,100,2017-03-24,3768.2,991,8,229.29,2026-07-10
104,Laurent Gallet,laurent.gallet104,18,2007-11-29,Masculino,Montrouge,IDF,França,PlayStation,Ação,14,2024-10-08,327.5,217,21,778.08,2026-03-28
105,Abel Mora,abel.mora105,25,2000-10-27,Masculino,Zucaina,V,Espanha,PlayStation,Simulação,40,2015-08-28,989.6,702,0,0,2025-09-15
106,Danny Oderwald,danny.oderwald106,36,1990-07-02,Masculino,Ebermannstadt,Bavaria,Alemanha,Xbox,Aventura,43,2022-08-02,1072.3,567,0,0,2026-07-13
107,Daniela Rörricht,daniela.rorricht107,50,1975-11-07,Feminino,Hesel,Lower Saxony,Alemanha,PC,Estratégia,5,2023-07-01,112.6,75,5,154.59,2026-05-30
108,Michelle Brown,michelle.brown108,53,1973-01-07,Feminino,Mystic Island,NJ,Estados Unidos,Xbox,Survival,51,2012-05-11,1257.4,499,0,0,2026-04-06
109,Rafaela Ayala,rafaela.ayala109,32,1994-01-29,Feminino,Ogíjares,Andalusia,Espanha,PC,Luta,1,2026-06-22,7.7,10,0,0,2026-07-24
110,Samuel Gonçalves,samuel.goncalves110,24,2001-09-12,Masculino,Itaguara,MG,Brasil,Mobile,MOBA,3,2025-09-20,74.6,40,0,0,2026-03-25
111,Manuel Romero,manuel.romero111,34,1991-10-23,Masculino,Noja,S,Espanha,PlayStation,Corrida,3,2011-12-06,64.9,83,3,64.7,2026-03-11
112,Rose-Marie Möchlichen,rose-marie.mochlichen112,27,1999-01-25,Feminino,Samtens,MV,Alemanha,PC,Simulação,52,2020-05-29,1291.2,333,0,0,2025-11-13
113,Elizabeth Campos,elizabeth.campos113,38,1988-01-06,Feminino,Babson Park,FL,Estados Unidos,Xbox,Corrida,100,2016-03-20,2716.2,1657,0,0,2026-01-28
114,Aloys Johann,aloys.johann114,17,2008-12-08,Masculino,Oberwesel,RP,Alemanha,PlayStation,Luta,1,2026-06-03,7.9,8,1,39.9,2026-06-14
115,Eileen Hammond,eileen.hammond115,28,1998-07-26,Feminino,Markyate,ENG,Reino Unido,Xbox,Luta,14,2020-08-12,349.5,337,14,488.78,2025-09-25
116,Hermann-Josef Cichorius,hermann-josef.cichorius116,19,2007-08-23,Masculino,Altfraunhofen,Bavaria,Alemanha,PlayStation,Luta,9,2023-08-22,209.4,462,18,518.38,2026-04-28
117,Vittoria Ovadia,vittoria.ovadia117,27,1999-02-05,Feminino,Osilo,Sardinia,Itália,Xbox,Ação,1,2025-11-21,10.3,14,1,19.9,2026-05-24
118,Tina Abbagnale,tina.abbagnale118,54,1971-09-27,Feminino,Quercianella,Tuscany,Itália,Xbox,Esportes,12,2021-02-01,299.4,346,0,0,2025-09-26
119,William Whitney,william.whitney119,51,1975-01-23,Masculino,Clayton,MO,Estados Unidos,Xbox,Aventura,63,2016-05-04,1569.7,782,8,364.29,2025-11-14
120,Matthew Murray,matthew.murray120,48,1978-04-28,Masculino,Enoggera,QLD,Austrália,PlayStation,Simulação,40,2011-05-10,989.0,668,0,0,2025-12-10
121,Anthony Goodwin,anthony.goodwin121,40,1985-12-25,Masculino,Kellyville Ridge,NSW,Austrália,Xbox,RPG,2,2026-07-12,36.3,21,0,0,2026-08-01
122,Elliot Franklin,elliot.franklin122,32,1994-01-05,Masculino,Potsgrove,ENG,Reino Unido,Xbox,Simulação,9,2019-09-13,221.9,65,0,0,2026-07-29
123,Édouard Lesage,edouard.lesage123,39,1987-07-26,Masculino,Tinténiac,Brittany,França,Xbox,Corrida,43,2022-03-17,1066.0,924,0,0,2026-04-17
124,Abdul Burton,abdul.burton124,21,2005-02-28,Masculino,Oxford,ENG,Reino Unido,Xbox,Esportes,1,2020-07-04,12.2,7,0,0,2026-03-28
125,Adam Harrington,adam.harrington125,40,1986-02-08,Masculino,Kings Bay Base,GA,Estados Unidos,Mobile,MOBA,5,2021-10-15,117.6,171,6,174.58,2025-09-14
126,Brian Lawrence,brian.lawrence126,21,2005-03-12,Masculino,North Warren,PA,Estados Unidos,PlayStation,Luta,2,2025-02-24,32.6,77,0,0,2025-09-15
127,Katherine Gibson,katherine.gibson127,49,1976-09-23,Feminino,Westford,MA,Estados Unidos,PlayStation,Esportes,42,2018-02-20,1027.3,615,28,1002.47,2025-11-17
128,Otto Pinto,otto.pinto128,20,2005-10-03,Masculino,Paraopeba,MG,Brasil,PlayStation,FPS,1,2024-11-17,17.5,19,0,0,2026-01-14
129,Thibaut Perret,thibaut.perret129,34,1991-12-09,Masculino,Revel,Rhône-Alpes,França,Xbox,RPG,59,2023-10-13,1457.1,389,26,812.76,2026-05-23
130,Iván Salas,ivan.salas130,20,2006-01-14,Masculino,Tezhuatepec,PUE,México,PlayStation,Ação,2,2024-06-27,45.6,44,4,169.78,2026-03-06
131,Darío Vives,dario.vives131,36,1990-05-04,Masculino,Culla,V,Espanha,Xbox,Luta,21,2018-08-08,502.0,1506,21,593.17,2025-12-20
132,Georgina Valle,georgina.valle132,30,1996-07-17,Feminino,Tecuanipa,PUE,México,PC,Simulação,2,2022-07-22,26.7,13,0,0,2025-12-20
133,Enzo Zichichi,enzo.zichichi133,51,1975-01-30,Masculino,Sant'Angelo in Lizzola,The Marches,Itália,PlayStation,FPS,24,2023-09-28,589.9,398,0,0,2026-01-27
134,Gianni Lanfranchi,gianni.lanfranchi134,54,1972-01-02,Masculino,Brumano,Lombardy,Itália,Xbox,Survival,8,2019-12-30,195.3,124,10,379.09,2026-03-29
135,Emily Richardson,emily.richardson135,38,1988-06-27,Feminino,Maugansville,MD,Estados Unidos,PlayStation,Simulação,7,2018-03-30,166.2,62,1,29.9,2026-08-20
136,Michael Perez,michael.perez136,32,1993-12-10,Masculino,Tarragindi,QLD,Austrália,PlayStation,Esportes,100,2012-07-31,3034.6,2245,0,0,2025-11-25
137,Pina Pareto,pina.pareto137,30,1995-10-12,Feminino,Pogliano Milanese,Lombardy,Itália,PlayStation,Ação,43,2015-02-21,1057.4,737,0,0,2026-08-06
138,Jodi Ford,jodi.ford138,35,1990-11-16,Feminino,Williamsport,PA,Estados Unidos,PC,Ação,2,2022-02-11,39.9,28,2,84.89,2026-05-30
139,Alice Wong,alice.wong139,37,1988-12-29,Feminino,Scarcroft,ENG,Reino Unido,PC,Survival,44,2011-03-31,1099.6,278,13,488.79,2026-02-23
140,Rodolfo Contarini,rodolfo.contarini140,34,1992-06-23,Masculino,Avane,Tuscany,Itália,PlayStation,FPS,1,2023-08-20,16.8,24,1,29.9,2026-08-26
141,Matthew Dixon,matthew.dixon141,55,1971-08-03,Masculino,Brooksville,MS,Estados Unidos,Xbox,FPS,8,2021-08-07,179.0,90,2,89.8,2026-08-08
142,Karina Cruz,karina.cruz142,28,1998-03-08,Feminino,Santo Domingo,YUC,México,Xbox,Survival,3,2016-09-04,58.6,19,1,29.9,2026-04-12
143,Samantha Snyder,samantha.snyder143,21,2005-05-04,Feminino,Yorkeys Knob,QLD,Austrália,PC,Ação,1,2025-08-03,14.1,11,1,29.9,2026-02-12
144,Maryse Lebrun,maryse.lebrun144,26,1999-09-08,Feminino,Saint-Paul-des-Landes,Rhône-Alpes,França,Xbox,Simulação,49,2015-04-03,1220.4,967,18,533.47,2025-12-20
145,Regina Mosley,regina.mosley145,34,1992-07-27,Feminino,Oakbrook Terrace,IL,Estados Unidos,PC,Aventura,1,2013-02-02,12.4,13,0,0,2026-03-08
146,Craig Lee,craig.lee146,41,1985-01-16,Masculino,Goodview,MN,Estados Unidos,Xbox,Corrida,2,2016-07-07,33.5,69,0,0,2025-09-09
147,Martin Nicholson,martin.nicholson147,17,2008-10-04,Masculino,Prescott,WI,Estados Unidos,PC,RPG,3,2023-03-02,62.0,22,2,49.8,2025-11-06
148,Angelica Green,angelica.green148,53,1972-12-03,Feminino,Moonee Beach,NSW,Austrália,Xbox,Aventura,100,2015-08-23,2578.0,935,8,229.29,2026-03-16
149,Olalla Amor,olalla.amor149,45,1981-08-29,Feminino,Vita,Castille and León,Espanha,PC,Survival,100,2010-08-27,2722.6,1681,0,0,2026-03-05
150,George Hughes,george.hughes150,44,1982-08-06,Masculino,Barraba,NSW,Austrália,PlayStation,RPG,59,2021-01-25,1456.9,425,26,777.67,2026-04-09
151,Rodolfo de la O,rodolfo.de.la.o151,31,1995-01-02,Masculino,San Miguel Tenango,PUE,México,PlayStation,Survival,49,2015-05-21,1219.0,384,9,159.19,2025-10-11
152,Felix Finke,felix.finke152,39,1986-09-26,Masculino,Obersöchering,Bavaria,Alemanha,PlayStation,Ação,100,2013-01-05,6450.6,2734,5,244.5,2025-10-19
153,Diego Olivo,diego.olivo153,24,2002-02-05,Masculino,Colonia Arboledas (San Andrés),MEX,México,Xbox,Corrida,1,2025-02-19,10.5,11,0,0,2026-04-10
154,Michele Collodi,michele.collodi154,44,1982-08-06,Masculino,Abbadia Lariana,Lombardy,Itália,PC,Luta,3,2016-01-21,54.1,133,6,184.4,2026-04-06
155,David Andrews,david.andrews155,47,1979-03-30,Masculino,Mosman,NSW,Austrália,PlayStation,Survival,21,2025-04-10,524.8,130,0,0,2025-10-17
156,Amanda Lynch,amanda.lynch156,44,1982-07-19,Feminino,Jackson,TN,Estados Unidos,Xbox,Corrida,23,2024-03-18,574.1,477,27,762.57,2026-02-26
157,Fritz Süßebier,fritz.suebier157,44,1982-01-12,Masculino,Kamen,North Rhine-Westphalia,Alemanha,PlayStation,Luta,38,2014-02-10,934.6,787,0,0,2026-05-15
158,Leopoldo Bertolucci,leopoldo.bertolucci158,55,1971-08-12,Masculino,Sessa Cilento,72,Itália,PC,Luta,66,2014-06-18,1627.8,1398,10,379.09,2026-05-08
